06626,越秀服务,-1.64,0,50,12,2021-06-28,物业管理及代理,主板,3292.85,8.88,4.88,4.88,6.52,有,农银国际融资有限公司、建银国际金融有限公司、中信建投（国际）融资有限公司、越秀融资有限公司,利弗莫尔证券有限公司、农银国际证券有限公司、中信建投（国际）融资有限公司、建银国际金融有限公司、越秀证券有限公司、交银国际证券有限公司、中银国际亚洲有限公司、创兴证券有限公司、中国国际金融香港证券有限公司、中信里昂证券有限公司、民银证券有限公司、海通国际证券有限公司、工银国际证券有限公司、富途证券国际（香港）有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0616/2021061600036_c.pdf
00013,和黄医药,28.18,50.37,60,80,2021-06-30,生物科技,主板,22726.74,4.23,40.1,45,45,有,摩根士丹利亚洲有限公司、富瑞金融集团香港有限公司、中国国际金融香港证券有限公司,摩根士丹利亚洲有限公司、富瑞金融集团香港有限公司、中国国际金融香港证券有限公司、瑞士信贷（香港）有限公司、香港上海汇丰银行有限公司、麦格理资本股份有限公司、德意志银行香港分行、中银国际亚洲有限公司、招银国际融资有限公司、招商证券（香港）有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0618/2021061800170_c.pdf
02150,奈雪的茶,-4.75,-13.54,8,40,2021-06-30,软饮料,主板,9999.77,431.03,19.8,17.20,19.80,有,J.P. Morgan Securities (Far East) Limited、华泰金融控股（香港）有限公司、招银国际融资有限公司,交银国际证券有限公司、农银国际证券有限公司、海通国际证券有限公司、华泰金融控股（香港）有限公司、富途证券国际（香港）有限公司、招银国际融资有限公司、J.P. Morgan Securities (Asia Pacific) Limited,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0618/2021061800010_c.pdf
00606,中骏商管,2.97,8.11,100,1,2021-07-02,物业管理及代理,主板,4646.35,0.3,3.7,3.70,4.60,有,Merrill Lynch Far East Limited、UBS Securities Hong Kong Limited,香港上海汇丰银行有限公司、富途证券国际（香港）有限公司、克而瑞证券有限公司、中信里昂证券有限公司、Merrill Lynch (Asia Pacific) Limited、UBS AG香港分行,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0621/2021062100010_c.pdf
02190,归创通桥－B,28.81,40.52,2,200,2021-07-05,医疗器械及服务,主板,21565.15,1189.37,42.7,39.80,42.70,有,摩根士丹利亚洲有限公司、中信里昂证券资本市场有限公司,摩根士丹利亚洲有限公司、中信里昂证券有限公司、兴证国际融资有限公司、安信国际证券（香港）有限公司、工银国际证券有限公司、招银国际融资有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0622/2021062200010_c.pdf
02219,朝聚眼科,0,33.02,5.67,18,2021-07-07,医疗器械及服务,主板,5353.41,112.97,10.6,9.48,10.60,有,海通国际资本有限公司、华泰金融控股（香港）有限公司,海通国际证券有限公司、华泰金融控股（香港）有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0624/2021062400014_c.pdf
09868,小鹏汽车-W,1.82,0,10,20,2021-07-07,汽车及零部件,主板,18181.39,13.73,165,180.00,180.00,有,J.P. Morgan Securities (Far East) Limited、Merrill Lynch (Asia Pacific) Limited,花旗环球金融亚洲有限公司、农银国际证券有限公司、中银国际亚洲有限公司、富途证券国际（香港）有限公司、中信里昂证券有限公司、J.P. Morgan Securities (Asia Pacific) Limited、Merrill Lynch (Asia Pacific) Limited,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0625/2021062500040_c.pdf
01965,朗诗绿色生活,88.68,41.51,18,20,2021-07-08,物业管理及代理,主板,4201.92,7.01,3.18,2.86,4.16,有,海通国际资本有限公司,海通国际证券有限公司、交银国际证券有限公司、建银国际金融有限公司、兴证国际融资有限公司、中信里昂证券有限公司、招银国际融资有限公司、克而瑞证券有限公司、安信国际证券（香港）有限公司、富途证券国际（香港）有限公司、东方证券（香港）有限公司、东皓证券有限公司、迈时资本有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0625/2021062500058_c.pdf
02162,康诺亚－B,46.34,27.58,6.5,70,2021-07-08,生物科技,主板,26918.55,428.97,53.3,50.50,53.30,有,摩根士丹利亚洲有限公司、中国国际金融香港证券有限公司、华泰金融控股（香港）有限公司,摩根士丹利亚洲有限公司、中国国际金融香港证券有限公司、华泰金融控股（香港）有限公司、中国光大证券（香港）有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0625/2021062500032_c.pdf
02209,喆丽控股,47.26,5.49,3.26,35,2021-07-09,电子商贸及互联网服务,主板,3363.56,144.3,3.28,3.00,3.33,有,大华继显（香港）有限公司,迈时资本有限公司、大华继显（香港）有限公司、中国光大证券（香港）有限公司、工银国际证券有限公司、华盛资本证券有限公司、鼎珮证券有限公司、东吴证券国际经纪有限公司、海通国际证券有限公司、钜亨证券有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0628/2021062800028_c.pdf
02165,领悦服务集团,24.11,0,13,9,2021-07-12,物业管理及代理,主板,4595.85,4.23,4.19,3.75,4.55,有,建银国际金融有限公司,建银国际金融有限公司、招银国际融资有限公司、华泰金融控股（香港）有限公司、新城晋峰证券有限公司、万盛金融控股有限公司、申万宏源证券（香港）有限公司、民银证券有限公司、一盈证券有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0629/2021062900046_c.pdf
02177,优趣汇控股,3.04,-23.78,53,450,2021-07-12,电子商贸及互联网服务,主板,3100.93,24.45,11.86,11.86,15.35,有,中国国际金融香港证券有限公司,利弗莫尔证券有限公司、中国国际金融香港证券有限公司、野村国际（香港）有限公司、中银国际亚洲有限公司、交银国际证券有限公司、富途证券国际（香港）有限公司、海通国际证券有限公司、东皓证券有限公司、中泰国际证券有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0628/2021062800010_c.pdf
02137,腾盛博药-B,-3.82,3.15,5,40,2021-07-13,生物科技,主板,11237.11,291,22.25,21.00,22.25,有,摩根士丹利亚洲有限公司、UBS Securities Hong Kong Limited,摩根士丹利亚洲有限公司、Morgan Stanley & Co. International plc、UBS AG Hong Kong Branch、中国国际金融香港证券有限公司、SVB Leerink LLC,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0630/2021063000046_c.pdf
06913,华南职业教育,-8.81,-16.98,20,10,2021-07-13,其他支援服务,主板,4060.51,5.01,1.59,1.59,2.01,有,法国巴黎证券（亚洲）有限公司,法国巴黎证券（亚洲）有限公司、海通国际证券有限公司、建银国际金融有限公司、招银国际融资有限公司、富途证券国际（香港）有限公司、中国银河国际证券（香港）有限公司、佳富达证券有限公司,https://hkex.jesselivermore.com/listedco/listconews/sehk/2021/0630/2021063000200_c.pdf
